PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34979072","The Doctor's Oldest Tool","Geng EH.","N Engl J Med. 2022 Jan 6;386(1):7-9. doi: 10.1056/NEJMp2115832. Epub 2022 Jan 1.","Geng EH","N Engl J Med","2022","2022/01/03","","","10.1056/NEJMp2115832"
"34979071","The Patchwork U.S. Public Health System","Wallace M, Sharfstein JM.","N Engl J Med. 2022 Jan 6;386(1):1-4. doi: 10.1056/NEJMp2104881. Epub 2022 Jan 1.","Wallace M","N Engl J Med","2022","2022/01/03","","","10.1056/NEJMp2104881"
"34979069","Obstacles to Physicians' Emotional Health - Lessons from History","Arnold-Forster A, Moses JD, Schotland SV.","N Engl J Med. 2022 Jan 6;386(1):4-7. doi: 10.1056/NEJMp2112095. Epub 2022 Jan 1.","Arnold-Forster A","N Engl J Med","2022","2022/01/03","","","10.1056/NEJMp2112095"
"34879455","Getting Proximate - Flipping the Mentorship Paradigm to Promote Health Equity","Vasan A, Harris A, Kangovi S, Mahoney KB.","N Engl J Med. 2021 Dec 9;385(24):e89. doi: 10.1056/NEJMpv2116137.","Vasan A","N Engl J Med","2021","2021/12/08","","","10.1056/NEJMpv2116137"
"34879188","Protection against Covid-19 by BNT162b2 Booster across Age Groups","Bar-On YM, Goldberg Y, Mandel M, Bodenheimer O, Freedman L, Alroy-Preis S, Ash N, Huppert A, Milo R.","N Engl J Med. 2021 Dec 23;385(26):2421-2430. doi: 10.1056/NEJMoa2115926. Epub 2021 Dec 8.","Bar-On YM","N Engl J Med","2021","2021/12/08","PMC8728796","","10.1056/NEJMoa2115926"
"34818477","A Nobel Prize for Sensational Research","Zylka MJ.","N Engl J Med. 2021 Dec 16;385(25):2392-2394. doi: 10.1056/NEJMcibr2116227. Epub 2021 Nov 24.","Zylka MJ","N Engl J Med","2021","2021/11/24","","","10.1056/NEJMcibr2116227"
"34818473","A Possible Role for Anti-idiotype Antibodies in SARS-CoV-2 Infection and Vaccination","Murphy WJ, Longo DL.","N Engl J Med. 2022 Jan 27;386(4):394-396. doi: 10.1056/NEJMcibr2113694. Epub 2021 Nov 24.","Murphy WJ","N Engl J Med","2022","2021/11/24","","","10.1056/NEJMcibr2113694"
"34788513","Eliminating the ""Hanger"" from Hunger","Betley JN.","N Engl J Med. 2021 Nov 18;385(21):2005-2007. doi: 10.1056/NEJMcibr2111841.","Betley JN","N Engl J Med","2021","2021/11/17","","","10.1056/NEJMcibr2111841"
"34788505","Coverage of Transvenous Pulmonary Embolectomy - Medicare's Missed Opportunity for Evidence Generation","Dhruva SS, Redberg RF.","N Engl J Med. 2022 Mar 10;386(10):904-906. doi: 10.1056/NEJMp2114960. Epub 2021 Nov 17.","Dhruva SS","N Engl J Med","2022","2021/11/17","","","10.1056/NEJMp2114960"
"34767322","Regulating Drug Prices while Increasing Innovation","Conti RM, Frank RG, Gruber J.","N Engl J Med. 2021 Nov 18;385(21):1921-1923. doi: 10.1056/NEJMp2113764. Epub 2021 Nov 13.","Conti RM","N Engl J Med","2021","2021/11/12","","","10.1056/NEJMp2113764"
"34767318","Drug-Pricing Debate Redux - Should Cost-Effectiveness Analysis Be Used Now to Price Pharmaceuticals?","Neumann PJ, Cohen JT, Ollendorf DA.","N Engl J Med. 2021 Nov 18;385(21):1923-1924. doi: 10.1056/NEJMp2113323. Epub 2021 Nov 13.","Neumann PJ","N Engl J Med","2021","2021/11/12","","","10.1056/NEJMp2113323"
"34739199","The Future of SARS-CoV-2 Vaccination - Lessons from Influenza","Monto AS.","N Engl J Med. 2021 Nov 11;385(20):1825-1827. doi: 10.1056/NEJMp2113403. Epub 2021 Nov 6.","Monto AS","N Engl J Med","2021","2021/11/05","","","10.1056/NEJMp2113403"
"34731542","Continuity, Fragmentation, and Adam Smith","Rourke EJ.","N Engl J Med. 2021 Nov 4;385(19):1810-1814. doi: 10.1056/NEJMms2103844.","Rourke EJ","N Engl J Med","2021","2021/11/03","","","10.1056/NEJMms2103844"
"34706170","Waning Immunity after the BNT162b2 Vaccine in Israel","Goldberg Y, Mandel M, Bar-On YM, Bodenheimer O, Freedman L, Haas EJ, Milo R, Alroy-Preis S, Ash N, Huppert A.","N Engl J Med. 2021 Dec 9;385(24):e85. doi: 10.1056/NEJMoa2114228. Epub 2021 Oct 27.","Goldberg Y","N Engl J Med","2021","2021/10/27","PMC8609604","","10.1056/NEJMoa2114228"
"34677916","A Therapeutic Relationship","Adler E.","N Engl J Med. 2021 Oct 28;385(18):1640-1641. doi: 10.1056/NEJMp2109812. Epub 2021 Oct 23.","Adler E","N Engl J Med","2021","2021/10/22","","","10.1056/NEJMp2109812"
"34670043","Prospective Study of Outcomes in Adults with Nonalcoholic Fatty Liver Disease","Sanyal AJ, Van Natta ML, Clark J, Neuschwander-Tetri BA, Diehl A, Dasarathy S, Loomba R, Chalasani N, Kowdley K, Hameed B, Wilson LA, Yates KP, Belt P, Lazo M, Kleiner DE, Behling C, Tonascia J; NASH Clinical Research Network (CRN).","N Engl J Med. 2021 Oct 21;385(17):1559-1569. doi: 10.1056/NEJMoa2029349.","Sanyal AJ","N Engl J Med","2021","2021/10/20","PMC8881985","NIHMS1754375","10.1056/NEJMoa2029349"
"34644490","The Billboard","Kowalsky RH.","N Engl J Med. 2021 Nov 11;385(20):1829-1831. doi: 10.1056/NEJMp2112010. Epub 2021 Oct 13.","Kowalsky RH","N Engl J Med","2021","2021/10/13","","","10.1056/NEJMp2112010"
"34614328","Myocarditis after BNT162b2 mRNA Vaccine against Covid-19 in Israel","Mevorach D, Anis E, Cedar N, Bromberg M, Haas EJ, Nadir E, Olsha-Castell S, Arad D, Hasin T, Levi N, Asleh R, Amir O, Meir K, Cohen D, Dichtiar R, Novick D, Hershkovitz Y, Dagan R, Leitersdorf I, Ben-Ami R, Miskin I, Saliba W, Muhsen K, Levi Y, Green MS, Keinan-Boker L, Alroy-Preis S.","N Engl J Med. 2021 Dec 2;385(23):2140-2149. doi: 10.1056/NEJMoa2109730. Epub 2021 Oct 6.","Mevorach D","N Engl J Med","2021","2021/10/06","PMC8531987","","10.1056/NEJMoa2109730"
"34614327","Waning of BNT162b2 Vaccine Protection against SARS-CoV-2 Infection in Qatar","Chemaitelly H, Tang P, Hasan MR, AlMukdad S, Yassine HM, Benslimane FM, Al Khatib HA, Coyle P, Ayoub HH, Al Kanaani Z, Al Kuwari E, Jeremijenko A, Kaleeckal AH, Latif AN, Shaik RM, Abdul Rahim HF, Nasrallah GK, Al Kuwari MG, Al Romaihi HE, Butt AA, Al-Thani MH, Al Khal A, Bertollini R, Abu-Raddad LJ.","N Engl J Med. 2021 Dec 9;385(24):e83. doi: 10.1056/NEJMoa2114114. Epub 2021 Oct 6.","Chemaitelly H","N Engl J Med","2021","2021/10/06","PMC8522799","","10.1056/NEJMoa2114114"
"34569730","Optogenetics - The Might of Light","Häusser M.","N Engl J Med. 2021 Oct 21;385(17):1623-1626. doi: 10.1056/NEJMcibr2111915. Epub 2021 Sep 24.","Häusser M","N Engl J Med","2021","2021/09/27","","","10.1056/NEJMcibr2111915"
"34569729","Cool Water","Frush BW.","N Engl J Med. 2021 Sep 30;385(14):1254-1255. doi: 10.1056/NEJMp2104545. Epub 2021 Sep 25.","Frush BW","N Engl J Med","2021","2021/09/27","","","10.1056/NEJMp2104545"
"34569728","In Gratitude for mRNA Vaccines","Stuart LM.","N Engl J Med. 2021 Oct 7;385(15):1436-1438. doi: 10.1056/NEJMcibr2111445. Epub 2021 Sep 24.","Stuart LM","N Engl J Med","2021","2021/09/27","","","10.1056/NEJMcibr2111445"
"34551235","Breast Cancer, HER2 Mutations, and Overcoming Drug Resistance","Bose R, Ma CX.","N Engl J Med. 2021 Sep 23;385(13):1241-1243. doi: 10.1056/NEJMcibr2110552.","Bose R","N Engl J Med","2021","2021/09/22","","","10.1056/NEJMcibr2110552"
"34551228","Evidence of Artemisinin-Resistant Malaria in Africa","Balikagala B, Fukuda N, Ikeda M, Katuro OT, Tachibana SI, Yamauchi M, Opio W, Emoto S, Anywar DA, Kimura E, Palacpac NMQ, Odongo-Aginya EI, Ogwang M, Horii T, Mita T.","N Engl J Med. 2021 Sep 23;385(13):1163-1171. doi: 10.1056/NEJMoa2101746.","Balikagala B","N Engl J Med","2021","2021/09/22","","","10.1056/NEJMoa2101746"
"34551226","The No Surprises Act and Informed Financial Consent","Richman B, Hall M, Schulman K.","N Engl J Med. 2021 Oct 7;385(15):1348-1351. doi: 10.1056/NEJMp2109971. Epub 2021 Sep 22.","Richman B","N Engl J Med","2021","2021/09/22","","","10.1056/NEJMp2109971"
"34534431","Mask Wars","Jones DS, Podolsky SH.","N Engl J Med. 2021 Sep 23;385(13):1159-1161. doi: 10.1056/NEJMp2112052. Epub 2021 Sep 18.","Jones DS","N Engl J Med","2021","2021/09/17","","","10.1056/NEJMp2112052"
"34525275","Protection of BNT162b2 Vaccine Booster against Covid-19 in Israel","Bar-On YM, Goldberg Y, Mandel M, Bodenheimer O, Freedman L, Kalkstein N, Mizrahi B, Alroy-Preis S, Ash N, Milo R, Huppert A.","N Engl J Med. 2021 Oct 7;385(15):1393-1400. doi: 10.1056/NEJMoa2114255. Epub 2021 Sep 15.","Bar-On YM","N Engl J Med","2021","2021/09/15","PMC8461568","","10.1056/NEJMoa2114255"
"34449188","Population Health and Human Rights","Frenk J, Gómez-Dantés O.","N Engl J Med. 2021 Sep 2;385(10):865-868. doi: 10.1056/NEJMp2101770. Epub 2021 Aug 28.","Frenk J","N Engl J Med","2021","2021/08/27","","","10.1056/NEJMp2101770"
"34449187","Paying for Digital Health Care - Problems with the Fee-for-Service System","Adler-Milstein J, Mehrotra A.","N Engl J Med. 2021 Sep 2;385(10):871-873. doi: 10.1056/NEJMp2107879. Epub 2021 Aug 28.","Adler-Milstein J","N Engl J Med","2021","2021/08/27","","","10.1056/NEJMp2107879"
"34407345","Mobility Assessment in Older Adults","James K, Schwartz AW, Orkaby AR.","N Engl J Med. 2021 Aug 19;385(8):e22. doi: 10.1056/NEJMvcm2009406.","James K","N Engl J Med","2021","2021/08/18","","","10.1056/NEJMvcm2009406"
"34358422","When Low Tech Wins","Baras Shreibati J.","N Engl J Med. 2021 Aug 12;385(7):581-583. doi: 10.1056/NEJMp2104234. Epub 2021 Aug 7.","Baras Shreibati J","N Engl J Med","2021","2021/08/06","","","10.1056/NEJMp2104234"
"34347959","SARS-CoV-2 Variants in Patients with Immunosuppression","Corey L, Beyrer C, Cohen MS, Michael NL, Bedford T, Rolland M.","N Engl J Med. 2021 Aug 5;385(6):562-566. doi: 10.1056/NEJMsb2104756.","Corey L","N Engl J Med","2021","2021/08/04","PMC8494465","NIHMS1742783","10.1056/NEJMsb2104756"
"34320296","To Scar or Not to Scar","Clark RAF.","N Engl J Med. 2021 Jul 29;385(5):469-471. doi: 10.1056/NEJMcibr2107204.","Clark RAF","N Engl J Med","2021","2021/07/28","","","10.1056/NEJMcibr2107204"
"34320291","A Periodic Problem","Kratka A, Yozamp N, Vaidya A, Marqusee E.","N Engl J Med. 2021 Jul 29;385(5):e17. doi: 10.1056/NEJMimc2035901.","Kratka A","N Engl J Med","2021","2021/07/28","","","10.1056/NEJMimc2035901"
"34320282","Revisiting FDA Approval of Aducanumab","Alexander GC, Knopman DS, Emerson SS, Ovbiagele B, Kryscio RJ, Perlmutter JS, Kesselheim AS.","N Engl J Med. 2021 Aug 26;385(9):769-771. doi: 10.1056/NEJMp2110468. Epub 2021 Jul 28.","Alexander GC","N Engl J Med","2021","2021/07/28","PMC11694499","NIHMS2044778","10.1056/NEJMp2110468"
"34289274","Effectiveness of Covid-19 Vaccines against the B.1.617.2 (Delta) Variant","Lopez Bernal J, Andrews N, Gower C, Gallagher E, Simmons R, Thelwall S, Stowe J, Tessier E, Groves N, Dabrera G, Myers R, Campbell CNJ, Amirthalingam G, Edmunds M, Zambon M, Brown KE, Hopkins S, Chand M, Ramsay M.","N Engl J Med. 2021 Aug 12;385(7):585-594. doi: 10.1056/NEJMoa2108891. Epub 2021 Jul 21.","Lopez Bernal J","N Engl J Med","2021","2021/07/21","PMC8314739","","10.1056/NEJMoa2108891"
"34289273","SARS-CoV-2 Human Challenge Studies - Establishing the Model during an Evolving Pandemic","Rapeport G, Smith E, Gilbert A, Catchpole A, McShane H, Chiu C.","N Engl J Med. 2021 Sep 9;385(11):961-964. doi: 10.1056/NEJMp2106970. Epub 2021 Jul 21.","Rapeport G","N Engl J Med","2021","2021/07/21","","","10.1056/NEJMp2106970"
"34279066","Virchow at 200 and Lown at 100 - Physicians as Activists","Mangione S, Tykocinski ML.","N Engl J Med. 2021 Jul 22;385(4):291-293. doi: 10.1056/NEJMp2103050. Epub 2021 Jul 17.","Mangione S","N Engl J Med","2021","2021/07/19","","","10.1056/NEJMp2103050"
"34260835","Neuroprosthesis for Decoding Speech in a Paralyzed Person with Anarthria","Moses DA, Metzger SL, Liu JR, Anumanchipalli GK, Makin JG, Sun PF, Chartier J, Dougherty ME, Liu PM, Abrams GM, Tu-Chan A, Ganguly K, Chang EF.","N Engl J Med. 2021 Jul 15;385(3):217-227. doi: 10.1056/NEJMoa2027540.","Moses DA","N Engl J Med","2021","2021/07/14","PMC8972947","NIHMS1735231","10.1056/NEJMoa2027540"
"34233097","Effectiveness of an Inactivated SARS-CoV-2 Vaccine in Chile","Jara A, Undurraga EA, González C, Paredes F, Fontecilla T, Jara G, Pizarro A, Acevedo J, Leo K, Leon F, Sans C, Leighton P, Suárez P, García-Escorza H, Araos R.","N Engl J Med. 2021 Sep 2;385(10):875-884. doi: 10.1056/NEJMoa2107715. Epub 2021 Jul 7.","Jara A","N Engl J Med","2021","2021/07/07","PMC8279092","","10.1056/NEJMoa2107715"
"34192429","Confronting Our Next National Health Disaster - Long-Haul Covid","Phillips S, Williams MA.","N Engl J Med. 2021 Aug 12;385(7):577-579. doi: 10.1056/NEJMp2109285. Epub 2021 Jun 30.","Phillips S","N Engl J Med","2021","2021/06/30","","","10.1056/NEJMp2109285"
"34192428","Prevention and Attenuation of Covid-19 with the BNT162b2 and mRNA-1273 Vaccines","Thompson MG, Burgess JL, Naleway AL, Tyner H, Yoon SK, Meece J, Olsho LEW, Caban-Martinez AJ, Fowlkes AL, Lutrick K, Groom HC, Dunnigan K, Odean MJ, Hegmann K, Stefanski E, Edwards LJ, Schaefer-Solle N, Grant L, Ellingson K, Kuntz JL, Zunie T, Thiese MS, Ivacic L, Wesley MG, Mayo Lamberte J, Sun X, Smith ME, Phillips AL, Groover KD, Yoo YM, Gerald J, Brown RT, Herring MK, Joseph G, Beitel S, Morrill TC, Mak J, Rivers P, Poe BP, Lynch B, Zhou Y, Zhang J, Kelleher A, Li Y, Dickerson M, Hanson E, Guenther K, Tong S, Bateman A, Reisdorf E, Barnes J, Azziz-Baumgartner E, Hunt DR, Arvay ML, Kutty P, Fry AM, Gaglani M.","N Engl J Med. 2021 Jul 22;385(4):320-329. doi: 10.1056/NEJMoa2107058. Epub 2021 Jun 30.","Thompson MG","N Engl J Med","2021","2021/06/30","PMC8262622","","10.1056/NEJMoa2107058"
"34161722","Pregnant Women with Substance Use Disorders - The Harm Associated with Punitive Approaches","Haffajee RL, Faherty LJ, Zivin K.","N Engl J Med. 2021 Jun 24;384(25):2364-2367. doi: 10.1056/NEJMp2101051. Epub 2021 Jun 19.","Haffajee RL","N Engl J Med","2021","2021/06/23","","","10.1056/NEJMp2101051"
"34161708","Nasal Cauterization with Silver Nitrate for Recurrent Epistaxis","Gudis DA, Soler ZM.","N Engl J Med. 2021 Jun 24;384(25):e101. doi: 10.1056/NEJMvcm2020073.","Gudis DA","N Engl J Med","2021","2021/06/23","","","10.1056/NEJMvcm2020073"
"34161705","Developmental Consequences of Defective ATG7-Mediated Autophagy in Humans","Collier JJ, Guissart C, Oláhová M, Sasorith S, Piron-Prunier F, Suomi F, Zhang D, Martinez-Lopez N, Leboucq N, Bahr A, Azzarello-Burri S, Reich S, Schöls L, Polvikoski TM, Meyer P, Larrieu L, Schaefer AM, Alsaif HS, Alyamani S, Zuchner S, Barbosa IA, Deshpande C, Pyle A, Rauch A, Synofzik M, Alkuraya FS, Rivier F, Ryten M, McFarland R, Delahodde A, McWilliams TG, Koenig M, Taylor RW.","N Engl J Med. 2021 Jun 24;384(25):2406-2417. doi: 10.1056/NEJMoa1915722.","Collier JJ","N Engl J Med","2021","2021/06/23","PMC7611730","EMS133246","10.1056/NEJMoa1915722"
"34134182","Promoting Equity for Women in Medicine - Seizing a Disruptive Opportunity","Jagsi R, Fuentes-Afflick E, Higginbotham E.","N Engl J Med. 2021 Jun 17;384(24):2265-2267. doi: 10.1056/NEJMp2104228. Epub 2021 Jun 12.","Jagsi R","N Engl J Med","2021","2021/06/16","","","10.1056/NEJMp2104228"
"34133860","Sudden Cardiac Death and Myocardial Fibrosis, Determined by Autopsy, in Persons with HIV","Tseng ZH, Moffatt E, Kim A, Vittinghoff E, Ursell P, Connolly A, Olgin JE, Wong JK, Hsue PY.","N Engl J Med. 2021 Jun 17;384(24):2306-2316. doi: 10.1056/NEJMoa1914279.","Tseng ZH","N Engl J Med","2021","2021/06/16","PMC8415173","NIHMS1734937","10.1056/NEJMoa1914279"
"34133858","Misogyny in Medicine","Kaye EC.","N Engl J Med. 2021 Jun 17;384(24):2267-2269. doi: 10.1056/NEJMp2103616. Epub 2021 Jun 12.","Kaye EC","N Engl J Med","2021","2021/06/16","","","10.1056/NEJMp2103616"
"34133857","Escaping the Labyrinth - On Finding a Common Path Forward in the ICU","Han JJ, Raiten JM.","N Engl J Med. 2021 Jun 17;384(24):2269-2271. doi: 10.1056/NEJMp2103422. Epub 2021 Jun 12.","Han JJ","N Engl J Med","2021","2021/06/16","","","10.1056/NEJMp2103422"
"34133854","Treatment of Multisystem Inflammatory Syndrome in Children","McArdle AJ, Vito O, Patel H, Seaby EG, Shah P, Wilson C, Broderick C, Nijman R, Tremoulet AH, Munblit D, Ulloa-Gutierrez R, Carter MJ, De T, Hoggart C, Whittaker E, Herberg JA, Kaforou M, Cunnington AJ, Levin M; BATS Consortium.","N Engl J Med. 2021 Jul 1;385(1):11-22. doi: 10.1056/NEJMoa2102968. Epub 2021 Jun 16.","McArdle AJ","N Engl J Med","2021","2021/06/16","PMC8220965","EMS126605","10.1056/NEJMoa2102968"
"34043297","Dilemmas of Double Consciousness - On Being Black in Medicine","Langston AL.","N Engl J Med. 2021 May 27;384(21):1978-1979. doi: 10.1056/NEJMp2100211. Epub 2021 May 22.","Langston AL","N Engl J Med","2021","2021/05/27","","","10.1056/NEJMp2100211"
"34014050","Training Future Health Justice Leaders - A Role for Medical-Legal Partnerships","Healton EB, Treanor WM, DeGioia JJ, Girard VW.","N Engl J Med. 2021 May 20;384(20):1879-1881. doi: 10.1056/NEJMp2100530. Epub 2021 May 15.","Healton EB","N Engl J Med","2021","2021/05/20","","","10.1056/NEJMp2100530"
"34014048","Through the Fog","Ross IR.","N Engl J Med. 2021 May 20;384(20):1882-1883. doi: 10.1056/NEJMp2033891. Epub 2021 May 15.","Ross IR","N Engl J Med","2021","2021/05/20","","","10.1056/NEJMp2033891"
"34010528","Criminalization of Gender-Affirming Care - Interfering with Essential Treatment for Transgender Children and Adolescents","Martin S, Sandberg ES, Shumer DE.","N Engl J Med. 2021 Aug 12;385(7):579-581. doi: 10.1056/NEJMp2106314. Epub 2021 May 19.","Martin S","N Engl J Med","2021","2021/05/19","","","10.1056/NEJMp2106314"
"33983690","Detained","Rodriguez-Hernandez M, Pilato TC, Yerdon KA, Kysel IM, Taki F, Yale-Loehr S, Kaur G, Burke AE, Koscal N.","N Engl J Med. 2021 May 13;384(19):1785-1787. doi: 10.1056/NEJMp2032690. Epub 2021 May 8.","Rodriguez-Hernandez M","N Engl J Med","2021","2021/05/13","","","10.1056/NEJMp2032690"
"33979506","The Covid-19 Infodemic - Applying the Epidemiologic Model to Counter Misinformation","Scales D, Gorman J, Jamieson KH.","N Engl J Med. 2021 Aug 19;385(8):678-681. doi: 10.1056/NEJMp2103798. Epub 2021 May 12.","Scales D","N Engl J Med","2021","2021/05/12","","","10.1056/NEJMp2103798"
"33914438","Zoom Family Meeting","Lee TH.","N Engl J Med. 2021 Apr 29;384(17):1586-1587. doi: 10.1056/NEJMp2035869. Epub 2021 Apr 24.","Lee TH","N Engl J Med","2021","2021/04/29","","","10.1056/NEJMp2035869"
"33909960","Establishing Medical Civil Rights","Dluhy LA, Abel B, Dluhy RG.","N Engl J Med. 2021 Aug 5;385(6):490-491. doi: 10.1056/NEJMp2104468. Epub 2021 Apr 28.","Dluhy LA","N Engl J Med","2021","2021/04/28","","","10.1056/NEJMp2104468"
"33793149","""To Mitigate the Afflictions of the Human Race"" - The Legacy of Dr. Rebecca Crumpler","Klass P.","N Engl J Med. 2021 Apr 1;384(13):1186-1189. doi: 10.1056/NEJMp2032451. Epub 2021 Mar 27.","Klass P","N Engl J Med","2021","2021/04/01","","","10.1056/NEJMp2032451"
"33793147","Emerging Infectious Diseases - Learning from the Past and Looking to the Future","Elias C, Nkengasong JN, Qadri F.","N Engl J Med. 2021 Apr 1;384(13):1181-1184. doi: 10.1056/NEJMp2034517. Epub 2021 Mar 27.","Elias C","N Engl J Med","2021","2021/04/01","","","10.1056/NEJMp2034517"
"33764709","On the Shoulders of Giants - From Jenner's Cowpox to mRNA Covid Vaccines","Desmond A, Offit PA.","N Engl J Med. 2021 Mar 25;384(12):1081-1083. doi: 10.1056/NEJMp2034334. Epub 2021 Mar 20.","Desmond A","N Engl J Med","2021","2021/03/25","PMC9308139","NIHMS1817790","10.1056/NEJMp2034334"
"33761227","Leveraging Open Science to Accelerate Research","Kadakia KT, Beckman AL, Ross JS, Krumholz HM.","N Engl J Med. 2021 Apr 29;384(17):e61. doi: 10.1056/NEJMp2034518. Epub 2021 Mar 24.","Kadakia KT","N Engl J Med","2021","2021/03/24","","","10.1056/NEJMp2034518"
"33761213","Obesity, Immunity, and Cancer","Rathmell JC.","N Engl J Med. 2021 Mar 25;384(12):1160-1162. doi: 10.1056/NEJMcibr2035081.","Rathmell JC","N Engl J Med","2021","2021/03/24","PMC8053443","NIHMS1692469","10.1056/NEJMcibr2035081"
"33761205","Covid-19 and the Investigator Pipeline","Armstrong K.","N Engl J Med. 2021 Jul 1;385(1):7-9. doi: 10.1056/NEJMp2100086. Epub 2021 Mar 24.","Armstrong K","N Engl J Med","2021","2021/03/24","","","10.1056/NEJMp2100086"
"33734648","My Intern","Leiter RE.","N Engl J Med. 2021 Mar 18;384(11):986-987. doi: 10.1056/NEJMp2004154. Epub 2021 Mar 13.","Leiter RE","N Engl J Med","2021","2021/03/18","","","10.1056/NEJMp2004154"
"33705618","Breathless","Carter S.","N Engl J Med. 2021 Mar 11;384(10):891-893. doi: 10.1056/NEJMp2032522. Epub 2021 Mar 6.","Carter S","N Engl J Med","2021","2021/03/11","","","10.1056/NEJMp2032522"
"33705617","Establishing Equity in Medical Education - Supporting Clinical Trainees with Disabilities","Rastogi S.","N Engl J Med. 2021 Mar 11;384(10):885-887. doi: 10.1056/NEJMp2035279. Epub 2021 Mar 6.","Rastogi S","N Engl J Med","2021","2021/03/11","","","10.1056/NEJMp2035279"
"33705616","Physician, Heal Thy Double Stigma - Doctors with Mental Illness and Structural Barriers to Disclosure","Haque OS, Stein MA, Marvit A.","N Engl J Med. 2021 Mar 11;384(10):888-891. doi: 10.1056/NEJMp2031013. Epub 2021 Mar 6.","Haque OS","N Engl J Med","2021","2021/03/11","","","10.1056/NEJMp2031013"
"33657685","Without Sanctuary","Ogunwole SM.","N Engl J Med. 2021 Mar 4;384(9):791-793. doi: 10.1056/NEJMp2030623. Epub 2021 Feb 27.","Ogunwole SM","N Engl J Med","2021","2021/03/03","","","10.1056/NEJMp2030623"
"33657289","Choices in a Crisis - Individual Preferences among SARS-CoV-2 Vaccines","Kramer DB, Opel DJ, Parasidis E, Mello MM.","N Engl J Med. 2021 Apr 29;384(17):e62. doi: 10.1056/NEJMp2102146. Epub 2021 Mar 3.","Kramer DB","N Engl J Med","2021","2021/03/03","","","10.1056/NEJMp2102146"
"33626604","Telemedicine and Medical Licensure - Potential Paths for Reform","Mehrotra A, Nimgaonkar A, Richman B.","N Engl J Med. 2021 Feb 25;384(8):687-690. doi: 10.1056/NEJMp2031608. Epub 2021 Feb 20.","Mehrotra A","N Engl J Med","2021","2021/02/24","","","10.1056/NEJMp2031608"
"33605569","Breathe","Colaianni CA, Knoper K, Koscal N.","N Engl J Med. 2021 Feb 18;384(7):595-597. doi: 10.1056/NEJMp2035380. Epub 2021 Feb 13.","Colaianni CA","N Engl J Med","2021","2021/02/19","","","10.1056/NEJMp2035380"
"33577150","Escaping Catch-22 - Overcoming Covid Vaccine Hesitancy","Rosenbaum L.","N Engl J Med. 2021 Apr 8;384(14):1367-1371. doi: 10.1056/NEJMms2101220. Epub 2021 Feb 12.","Rosenbaum L","N Engl J Med","2021","2021/02/12","","","10.1056/NEJMms2101220"
"33577149","Caring for the Caregivers - Covid-19 Vaccination for Essential Members of the Health Care Team","Halley MC, Mangurian C.","N Engl J Med. 2021 Mar 4;384(9):e33. doi: 10.1056/NEJMpv2101339. Epub 2021 Feb 12.","Halley MC","N Engl J Med","2021","2021/02/12","PMC8721589","NIHMS1766551","10.1056/NEJMpv2101339"
"33567481","Learning How to Die - Lessons from the Irish Wake","Olson RM.","N Engl J Med. 2021 Feb 11;384(6):494-495. doi: 10.1056/NEJMp2030773. Epub 2021 Feb 6.","Olson RM","N Engl J Med","2021","2021/02/10","","","10.1056/NEJMp2030773"
"33567186","Embracing Genetic Diversity to Improve Black Health","Oni-Orisan A, Mavura Y, Banda Y, Thornton TA, Sebro R.","N Engl J Med. 2021 Mar 25;384(12):1163-1167. doi: 10.1056/NEJMms2031080. Epub 2021 Feb 10.","Oni-Orisan A","N Engl J Med","2021","2021/02/10","","","10.1056/NEJMms2031080"
"33503688","The Surgeon and the Mother","Carmichael H.","N Engl J Med. 2021 Jan 28;384(4):302-303. doi: 10.1056/NEJMp2029239. Epub 2021 Jan 23.","Carmichael H","N Engl J Med","2021","2021/01/27","","","10.1056/NEJMp2029239"
"33503341","One of Us","Givens R.","N Engl J Med. 2021 Feb 11;384(6):e18. doi: 10.1056/NEJMpv2100228. Epub 2021 Jan 27.","Givens R","N Engl J Med","2021","2021/01/27","","","10.1056/NEJMpv2100228"
"33502834","The Purdue Pharma Opioid Settlement - Accountability, or Just the Cost of Doing Business?","Davis CS.","N Engl J Med. 2021 Jan 14;384(2):97-99. doi: 10.1056/NEJMp2033382. Epub 2021 Jan 9.","Davis CS","N Engl J Med","2021","2021/01/27","","","10.1056/NEJMp2033382"
