pmid,title,authors,author_count,journal,pub_year,pub_month,pub_day,pub_date,doi,article_type,abstract,abstract_length,keywords,keyword_count,language,publication_types,scraped_date
40454639,Adjuvant Cemiplimab or Placebo in High-Risk Cutaneous Squamous-Cell Carcinoma.,"Rischin Danny, Porceddu Sandro, Day Fiona, Brungs Daniel P, Christie Hayden, Jackson James E, Stein Brian N, Su Yungpo Bernard",46,The New England journal of medicine,2025,08,20,2025 08 20,10.1056/NEJMoa2502449,Correspondence,"Patients who have cutaneous squamous-cell carcinoma with high-risk features are at risk for recurrence after definitive local therapy. The benefit of systemic adjuvant therapy options has not been well established in clinical trials. In a phase 3, randomized trial, we enrolled patients with local or regional cutaneous squamous-cell carcinoma, after surgical resection and postoperative radiotherapy, at high risk for recurrence owing to nodal features (extracapsular extension with largest node &#x2265;20 mm in diameter or at least three involved nodes) or nonnodal features (in-transit metastases, T4 lesion [with bone invasion], perineural invasion, or locally recurrent tumor with &#x2265;1 additional risk feature). Patients were assigned in a 1:1 ratio to receive adjuvant cemiplimab (350 mg) or placebo, administered intravenously every 3 weeks for 12 weeks, followed by a dose increase to 700 mg administered every 6 weeks for up to 36 weeks (&#x2264;48 weeks total). The primary end point was disease-free survival. Secondary end points included freedom from locoregional recurrence, freedom from distant recurrence, and safety. A total of 415 patients were assigned to cemiplimab (209) or placebo (206). The median follow-up was 24 months. Cemiplimab was superior to placebo with respect to disease-free survival (24 vs. 65 events; hazard ratio for disease recurrence or death, 0.32; 95% confidence interval [CI], 0.20 to 0.51; P<0.001). The estimated 24-month disease-free survival was 87.1% (95% CI, 80.3 to 91.6) with cemiplimab and 64.1% (95% CI, 55.9 to 71.1) with placebo. Cemiplimab led to lower risks of locoregional recurrence (9 events, vs. 40 with placebo; hazard ratio, 0.20; 95% CI, 0.09 to 0.40) and distant recurrence (10 vs. 26 events; hazard ratio, 0.35; 95% CI, 0.17 to 0.72). Adverse events of grade 3 or higher occurred in 23.9% of the patients who received cemiplimab and in 14.2% of those who received placebo; discontinuation due to adverse events occurred in 9.8% and 1.5%, respectively. Adjuvant cemiplimab therapy led to longer disease-free survival than placebo among patients at high risk for recurrence of cutaneous squamous-cell carcinoma. (Funded by Regeneron Pharmaceuticals and Sanofi; C-POST ClinicalTrials.gov number, NCT03969004.).",2279,,0,eng,"Journal Article, Randomized Controlled Trial, Clinical Trial, Phase III, Multicenter Study",2026-01-11 18:48:27
40454637,First-Line Camizestrant for Emerging ESR1-Mutated Advanced Breast Cancer.,"Bidard Fran&#xe7;ois-Cl&#xe9;ment, Mayer Erica L, Park Yeon Hee, Janni Wolfgang, Ma Cynthia, Cristofanilli Massimo, Bianchini Giampaolo, Kalinsky Kevin",25,The New England journal of medicine,2025,08,06,2025 08 06,10.1056/NEJMoa2502929,Correspondence,"Mutations in ESR1 are the most common mechanism of acquired resistance to treatment with an aromatase inhibitor plus a cyclin-dependent kinase 4 and 6 (CDK4/6) inhibitor for advanced breast cancer. Camizestrant, a next-generation selective estrogen-receptor (ER) degrader and complete ER antagonist, has shown antitumor activity in ER-positive advanced breast cancer. We tested patients with advanced breast cancer with ER-positive, human epidermal growth factor receptor 2 (HER2)-negative tumors for ESR1 mutations in circulating tumor DNA (ctDNA) once every 2 to 3 months. All the patients had received at least 6 months of first-line therapy with an aromatase inhibitor plus a CDK4/6 inhibitor (palbociclib, ribociclib, or abemaciclib). Patients who were found to have an ESR1 mutation and did not have radiologic progression were assigned in a 1:1 ratio to switch to camizestrant (75 mg once daily) with a continued CDK4/6 inhibitor plus placebo in place of an aromatase inhibitor or to continue to receive an aromatase inhibitor plus a CDK4/6 inhibitor plus placebo in place of camizestrant. The primary outcome was investigator-assessed progression-free survival. A total of 3256 patients were tested for an ESR1 mutation. The 315 eligible patients were assigned to switch to camizestrant (157 patients) or to continue to receive an aromatase inhibitor (158 patients). At an interim analysis at a median follow-up of 12.6 months, the median progression-free survival was 16.0 months (95% confidence interval [CI], 12.7 to 18.2) in the camizestrant group and 9.2 months (95% CI, 7.2 to 9.5) in the aromatase-inhibitor group (hazard ratio for progression or death, 0.44; 95% CI, 0.31 to 0.60; P<0.0001). The median time until a deterioration in the patient-reported global health status and quality of life occurred was 21.0 months with camizestrant and 6.4 months with an aromatase inhibitor (hazard ratio, 0.54; 95% CI, 0.34 to 0.84). The frequency of discontinuation because of adverse events was 1.3% with camizestrant and 1.9% with an aromatase inhibitor. In patients with ER-positive, HER2-negative advanced breast cancer with an ESR1 mutation that emerged during treatment, those who were switched to camizestrant with continuation of a CDK4/6 inhibitor during first-line therapy had significantly longer progression-free survival than those who maintained the aromatase-inhibitor combination. (Funded by AstraZeneca; SERENA-6 ClinicalTrials.gov number, NCT04964934.).",2479,,0,eng,"Journal Article, Randomized Controlled Trial, Multicenter Study, Clinical Trial, Phase III",2026-01-11 18:48:27
40454634,Elinzanetant for Vasomotor Symptoms from Endocrine Therapy for Breast Cancer.,"Cardoso Fatima, Parke Susanne, Brennan Donal J, Briggs Paula, Donders Gilbert, Panay Nick, Haseli-Mashhadi Nazanin, Block Michael",14,The New England journal of medicine,2025,08,20,2025 08 20,10.1056/NEJMoa2415566,Correspondence,"Women receiving endocrine therapy for hormone receptor (HR)-positive breast cancer or its prevention among those at high risk for breast cancer commonly have vasomotor symptoms. Data are lacking on the effects of elinzanetant, a neurokinin-targeted therapy shown to be effective in treating vasomotor symptoms, in this population. We performed a phase 3 trial involving women 18 to 70 years of age with moderate-to-severe vasomotor symptoms associated with endocrine therapy for HR-positive breast cancer or its prevention. Women were randomly assigned in a 2:1 ratio to receive once-daily elinzanetant at a dose of 120 mg for 52 weeks or once-daily placebo for 12 weeks followed by once-daily elinzanetant at a dose of 120 mg for 40 weeks. The primary end points were the change in the mean daily frequency of moderate-to-severe vasomotor symptoms from baseline to week 4 and to week 12. A total of 316 participants were assigned to the elinzanetant group and 158 to the placebo-elinzanetant group. At baseline, the mean daily frequency of moderate-to-severe vasomotor symptoms was 11.4 episodes (95% confidence interval [CI], 10.7 to 12.2) in the elinzanetant group and 11.5 episodes (95% CI, 10.5 to 12.5) in the placebo-elinzanetant group. At week 4, the mean change from baseline in the mean daily frequency of moderate-to-severe vasomotor symptoms was -6.5 episodes (95% CI, -7.2 to -5.8) among those who were receiving elinzanetant and -3.0 episodes (95% CI, -3.9 to -2.2) among those who were receiving placebo (least-squares mean difference, -3.5 episodes; 95% CI, -4.4 to -2.6; P<0.001). At week 12, the mean change was -7.8 episodes (95% CI, -8.5 to -7.1) among those receiving elinzanetant and -4.2 episodes (95% CI, -5.2 to -3.2) among those receiving placebo (least-squares mean difference, -3.4 episodes; 95% CI, -4.2 to -2.5; P<0.001). During weeks 1 through 12, a total of 220 participants (69.8%) receiving elinzanetant and 98 (62.0%) receiving placebo reported at least one adverse event that occurred while receiving elinzanetant or placebo, with the most common being headache, fatigue, and somnolence. Serious adverse events occurred during weeks 1 through 12 in 8 participants (2.5%) receiving elinzanetant and 1 participant (0.6%) receiving placebo. Elinzanetant led to a significantly lower frequency of vasomotor symptoms associated with endocrine therapy than placebo. (Funded by Bayer; OASIS-4 ClinicalTrials.gov number, NCT05587296.).",2463,,0,eng,"Journal Article, Randomized Controlled Trial, Clinical Trial, Phase III, Multicenter Study",2026-01-11 18:48:27
40454632,Trastuzumab Deruxtecan or Ramucirumab plus Paclitaxel in Gastric Cancer.,"Shitara Kohei, Van Cutsem Eric, G&#xfc;m&#xfc;&#x15f; Mahmut, Lonardi Sara, de la Fouchardi&#xe8;re Christelle, Coutzac Cl&#xe9;lia, Dekervel Jeroen, Hochhauser Daniel",25,The New England journal of medicine,2025,07,23,2025 07 23,10.1056/NEJMoa2503119,Correspondence,"On the basis of phase 2 studies, trastuzumab deruxtecan was approved for patients with human epidermal growth factor receptor 2 (HER2)-positive metastatic gastric cancer or gastroesophageal junction adenocarcinoma who had previously received trastuzumab-based therapy. Ramucirumab plus paclitaxel is also a standard second-line treatment option regardless of HER2 status. We conducted an international, randomized, phase 3 trial comparing second-line trastuzumab deruxtecan at a dose of 6.4 mg per kilogram of body weight with ramucirumab plus paclitaxel in patients with HER2-positive metastatic gastric cancer or gastroesophageal junction adenocarcinoma confirmed on tumor biopsy conducted after the patient had progression while receiving trastuzumab-based therapy. The primary end point was overall survival. Secondary end points included progression-free survival, confirmed objective response (complete or partial response lasting &#x2265;4 weeks), disease control, duration of response, and safety. Among 494 patients who had undergone randomization, overall survival was significantly longer with trastuzumab deruxtecan than with ramucirumab plus paclitaxel (median, 14.7 vs. 11.4 months; hazard ratio for death, 0.70; 95% confidence interval, 0.55 to 0.90; P&#x2009;=&#x2009;0.004). Significant results were also seen with regard to progression-free survival (hazard ratio for disease progression or death, 0.74; 95% CI, 0.59 to 0.92) and confirmed objective response (in 44.3% of the patients in the trastuzumab deruxtecan group vs. 29.1% of those in the ramucirumab-paclitaxel group). The incidence of drug-related adverse events of any grade was 93.0% with trastuzumab deruxtecan and 91.4% with ramucirumab plus paclitaxel; the incidence of drug-related adverse events of grade 3 or higher was 50.0% and 54.1%, respectively. Adjudicated drug-related interstitial lung disease or pneumonitis occurred in 13.9% of the patients who received trastuzumab deruxtecan (grade 1 or 2 in 33 patients and grade 3 in 1) and in 1.3% of those who received ramucirumab plus paclitaxel (grade 3 in 2 patients and grade 5 in 1). Trastuzumab deruxtecan led to significantly longer overall survival than ramucirumab plus paclitaxel among patients with HER2-positive metastatic gastric cancer or gastroesophageal junction adenocarcinoma. Adverse events were common in both groups. Events of interstitial lung disease or pneumonitis with trastuzumab deruxtecan, a known risk, were mainly low-grade. (Funded by Daiichi Sankyo and AstraZeneca; DESTINY-Gastric04 ClinicalTrials.gov number, NCT04704934.).",2592,,0,eng,"Journal Article, Randomized Controlled Trial, Clinical Trial, Phase III, Multicenter Study, Comparative Study",2026-01-11 18:48:27
40450658,Structured Exercise after Adjuvant Chemotherapy for Colon Cancer.,"Courneya Kerry S, Vardy Janette L, O'Callaghan Christopher J, Gill Sharlene, Friedenreich Christine M, Wong Rebecca K S, Dhillon Haryana M, Coyle Victoria",27,The New England journal of medicine,2025,07,02,2025 07 02,10.1056/NEJMoa2502760,Original Article,"Preclinical and observational studies suggest that exercise may improve cancer outcomes. However, definitive level 1 evidence is lacking. In this phase 3, randomized trial conducted at 55 centers, we assigned patients with resected colon cancer who had completed adjuvant chemotherapy to participate in a structured exercise program (exercise group) or to receive health-education materials alone (health-education group) over a 3-year period. The primary end point was disease-free survival. From 2009 through 2024, a total of 889 patients underwent randomization to the exercise group (445 patients) or the health-education group (444 patients). At a median follow-up of 7.9 years, disease-free survival was significantly longer in the exercise group than in the health-education group (hazard ratio for disease recurrence, new primary cancer, or death, 0.72; 95% confidence interval [CI], 0.55 to 0.94; P&#x2009;=&#x2009;0.02). The 5-year disease-free survival was 80.3% in the exercise group and 73.9% in the health-education group (difference, 6.4 percentage points; 95% CI, 0.6 to 12.2). Results support longer overall survival in the exercise group than in the health-education group (hazard ratio for death, 0.63; 95% CI, 0.43 to 0.94). The 8-year overall survival was 90.3% in the exercise group and 83.2% in the health-education group (difference, 7.1 percentage points; 95% CI, 1.8 to 12.3). Musculoskeletal adverse events occurred more often in the exercise group than in the health-education group (in 18.5% vs. 11.5% of patients). A 3-year structured exercise program initiated soon after adjuvant chemotherapy for colon cancer resulted in significantly longer disease-free survival and findings consistent with longer overall survival. (Funded by the Canadian Cancer Society and others; CHALLENGE ClinicalTrials.gov number, NCT00819208.).",1853,,0,eng,"Journal Article, Randomized Controlled Trial, Clinical Trial, Phase III, Multicenter Study",2026-01-11 18:48:27
40444708,"Encorafenib, Cetuximab, and mFOLFOX6 in BRAF-Mutated Colorectal Cancer.","Elez Elena, Yoshino Takayuki, Shen Lin, Lonardi Sara, Van Cutsem Eric, Eng Cathy, Kim Tae Won, Wasan Harpreet Singh",20,The New England journal of medicine,2025,06,25,2025 06 25,10.1056/NEJMoa2501912,Correspondence,"First-line treatment with encorafenib plus cetuximab (EC) with or without chemotherapy (oxaliplatin, leucovorin, and fluorouracil [mFOLFOX6]) for BRAF V600E-mutated metastatic colorectal cancer, an aggressive subtype with a poor prognosis, was compared with standard care (chemotherapy with or without bevacizumab) in an open-label, phase 3 trial, which showed significance regarding one of the two primary end points, objective response according to blinded independent central review (odds ratio for EC+mFOLFOX6 vs. standard care, 2.44; one-sided P<0.001). This result led to accelerated Food and Drug Administration approval of this investigational combination therapy for BRAF V600E-mutated metastatic colorectal cancer, including as first-line therapy. Data on progression-free survival (the second primary end point) and an updated interim analysis of overall survival are now available. We randomly assigned patients with untreated BRAF V600E-mutated metastatic colorectal cancer to receive EC, EC+mFOLFOX6, or standard care. The two primary end points were objective response (reported previously) and progression-free survival according to blinded independent central review in the EC+mFOLFOX6 group and the standard-care group. The key secondary end point was overall survival. Significantly longer progression-free survival was seen with EC+mFOLFOX6 than with standard care (median, 12.8 vs. 7.1 months; hazard ratio for progression or death, 0.53; 95% confidence interval [CI], 0.41 to 0.68; P<0.001). In an interim analysis, overall survival was significantly longer with EC+mFOLFOX6 than with standard care (median, 30.3 vs. 15.1 months; hazard ratio for death, 0.49; 95% CI, 0.38 to 0.63; P<0.001). The incidence of serious adverse events during treatment was 46.1% with EC+mFOLFOX6 and 38.9% with standard care. Safety profiles were consistent with those known for each agent. This trial showed significantly longer progression-free survival and overall survival with first-line treatment with EC+mFOLFOX6 than with standard care among patients with BRAF V600E-mutated metastatic colorectal cancer. (Funded by Pfizer and others; BREAKWATER ClinicalTrials.gov number, NCT04607421.).",2197,,0,eng,"Journal Article, Clinical Trial, Phase III, Randomized Controlled Trial, Multicenter Study, Comparative Study",2026-01-11 18:48:27
40435488,Identification and Treatment of Alcohol Use Disorder. Reply.,Haber Paul S,1,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2502755,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435487,Identification and Treatment of Alcohol Use Disorder.,"Bowdring Molly A, Mendelson John, Prochaska Judith J",3,The New England journal of medicine,2025,09,11,2025 09 11,10.1056/NEJMc2502755,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435486,Identification and Treatment of Alcohol Use Disorder.,"Braillon Alain, Naudet Florian",2,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2502755,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435485,Identification and Treatment of Alcohol Use Disorder.,"Blaney Hanna, Tapper Elliot",2,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2502755,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435484,Remibrutinib in Chronic Spontaneous Urticaria. Reply.,"Metz Martin, Haemmerle Sibylle",2,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2504726,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435483,Remibrutinib in Chronic Spontaneous Urticaria.,"Babaei Nickoulet, Yang Seanna, Wu Jashin J",3,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2504726,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435482,Remibrutinib in Chronic Spontaneous Urticaria.,"Pousada-Fonseca &#xc1;lvaro, Pedreira-Bouzas Jorge",2,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2504726,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435481,Remibrutinib in Chronic Spontaneous Urticaria.,"Jilma Bernd, Weiss-Tessbach Matthias",2,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2504726,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435480,Colchicine and Spironolactone in Acute Myocardial Infarction. Reply.,"Jolly Sanjit S, d'Entremont Marc-Andr&#xe9;, Mian Rajibul",3,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2503896,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435479,Colchicine and Spironolactone in Acute Myocardial Infarction. Reply.,"Jolly Sanjit S, d'Entremont Marc-Andr&#xe9;, Lee Shun Fu",3,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2503896,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435478,Colchicine and Spironolactone in Acute Myocardial Infarction.,"Golino Michele, Van Tassell Benjamin, Abbate Antonio",3,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2503896,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435477,Colchicine and Spironolactone in Acute Myocardial Infarction.,Kida Yujiro,1,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2503896,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435476,Colchicine and Spironolactone in Acute Myocardial Infarction.,"Gu Hong-Qiu, Jiang Yong, Li Hao",3,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2503896,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435475,Colchicine and Spironolactone in Acute Myocardial Infarction.,"van Twist Daan J L, Appelboom Yael",2,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2503896,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435474,Colchicine and Spironolactone in Acute Myocardial Infarction.,Striessnig J&#xf6;rg,1,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2503896,Correspondence,,0,,0,eng,"Letter, Comment",2026-01-11 18:48:27
40435473,Daratumumab in Relapsed or Refractory Pediatric Immune Thrombocytopenia.,"Sun Ting, Chen Yunfei, Zhang Lei",3,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMc2501527,Original Article,,0,,0,eng,Letter,2026-01-11 18:48:27
40435468,"Case 15-2025: A 52-Year-Old Man with Fever, Nausea, and Respiratory Failure.","Hunter Mart&#xed;n, Saubidet Ignacio Lopez, Amerio Tom&#xe1;s, Leone Maria V",4,The New England journal of medicine,2025,05,28,2025 05 28,10.1056/NEJMcpc2412526,Correspondence,,0,,0,eng,"Case Reports, Journal Article",2026-01-11 18:48:27
40435465,Cancer of Unknown Primary Site.,Raghav Kanwal,1,The New England journal of medicine,2025,09,11,2025 09 11,10.1056/NEJMcp2402691,Correspondence,,0,,0,eng,"Journal Article, Review",2026-01-11 18:48:27
40421736,Once-Weekly Mazdutide in Chinese Adults with Obesity or Overweight.,"Ji Linong, Jiang Hongwei, Bi Yan, Li Hua, Tian Junhang, Liu Dexue, Zhao Yuzhu, Qiu Wei",23,The New England journal of medicine,2025,06,11,2025 06 11,10.1056/NEJMoa2411528,Correspondence,"Evidence suggests that incretin-based dual agonist pharmacotherapy is helpful in persons with obesity. Mazdutide, a glucagon-like peptide-1 and glucagon receptor dual agonist, may have efficacy in persons with overweight or obesity. In a phase 3, double-blind, placebo-controlled trial in China, we randomly assigned, in a 1:1:1 ratio, adults 18 to 75 years of age who had a body-mass index (BMI; the weight in kilograms divided by the square of the height in meters) of at least 28 or had a BMI of 24 to less than 28 plus at least one weight-related coexisting condition to receive 4 mg of mazdutide, 6 mg of mazdutide, or placebo for 48 weeks. The two primary end points were the percentage change in body weight from baseline and a weight reduction of at least 5% at week 32, as assessed in a treatment-policy estimand analysis (which assessed effects regardless of early discontinuation of mazdutide or placebo and the initiation of new antiobesity therapies). Among 610 participants, the mean body weight was 87.2 kg and the mean BMI was 31.1 at baseline. At week 32, the mean percentage change in body weight from baseline was -10.09% (95% confidence interval [CI], -11.15 to -9.04) in the 4-mg mazdutide group, -12.55% (95% CI, -13.64 to -11.45) in the 6-mg mazdutide group, and 0.45% (95% CI, -0.61 to 1.52) in the placebo group, and 73.9%, 82.0%, and 10.5% of the participants, respectively, had a weight reduction of at least 5% (P<0.001 for all comparisons with placebo). At week 48, the mean percentage change in body weight from baseline was -11.00% (95% CI, -12.27 to -9.73) in the 4-mg mazdutide group, -14.01% (95% CI, -15.36 to -12.66) in the 6-mg mazdutide group, and 0.30% (95% CI, -0.98 to 1.58) in the placebo group, and 35.7%, 49.5%, and 2.0% of the participants, respectively, had a weight reduction of at least 15% (P<0.001 for all comparisons with placebo). Beneficial effects on all prespecified cardiometabolic measures were seen with mazdutide. The most frequently reported adverse events were gastrointestinal and mostly mild to moderate in severity. The incidence of adverse events leading to discontinuation of the trial regimen was 1.5% with the 4-mg mazdutide dose, 0.5% with the 6-mg mazdutide dose, and 1.0% with placebo. In Chinese adults with overweight or obesity, once-weekly mazdutide at a dose of 4 mg or 6 mg for 32 weeks led to clinically relevant reductions in body weight. (Funded by Innovent Biologics; GLORY-1 ClinicalTrials.gov number, NCT05607680.).",2498,,0,eng,"Journal Article, Randomized Controlled Trial, Clinical Trial, Phase III, Multicenter Study",2026-01-11 18:48:27
40421728,Primary Care - From Common Good to Free-Market Commodity.,"Song Zirui, Zhu Jane M",2,The New England journal of medicine,2025,09,25,2025 09 25,10.1056/NEJMp2501717,Correspondence,,0,,0,eng,Journal Article,2026-01-11 18:48:30
40396577,Intravenous Tenecteplase before Thrombectomy in Stroke.,"Qiu Zhongming, Li Fengli, Sang Hongfei, Yuan Guangxiong, Xie Dongjing, Zhou Kai, Li Maohua, Meng Zhaoyou",66,The New England journal of medicine,2025,07,09,2025 07 09,10.1056/NEJMoa2503867,Original Article,"The safety and efficacy of treatment with intravenous tenecteplase before endovascular thrombectomy in patients with acute ischemic stroke due to large-vessel occlusion remain uncertain. In this open-label trial conducted in China, we randomly assigned patients with acute ischemic stroke due to large-vessel occlusion who had presented within 4.5 hours after onset and were eligible for thrombolysis to receive either intravenous tenecteplase followed by endovascular thrombectomy or endovascular thrombectomy alone. The primary outcome was functional independence (a score of 0 to 2 on the modified Rankin scale; range, 0 to 6, with higher scores indicating more severe disability) at 90 days. Secondary outcomes included successful reperfusion before and after thrombectomy. Safety outcomes included symptomatic intracranial hemorrhage within 48 hours and death within 90 days. A total of 278 patients were randomly assigned to the tenecteplase-thrombectomy group and 272 to the thrombectomy-alone group. Functional independence at 90 days was observed in 147 patients (52.9%) in the tenecteplase-thrombectomy group and in 120 patients (44.1%) in the thrombectomy-alone group (unadjusted risk ratio, 1.20; 95% confidence interval, 1.01 to 1.43; P&#x2009;=&#x2009;0.04). A total of 6.1% of the patients in the tenecteplase-thrombectomy group and 1.1% of those in the thrombectomy-alone group had successful reperfusion before thrombectomy, and 91.4% and 94.1%, respectively, had successful reperfusion after thrombectomy. Symptomatic intracranial hemorrhage within 48 hours occurred in 8.5% of the patients in the tenecteplase-thrombectomy group and in 6.7% of those in the thrombectomy-alone group; mortality at 90 days was 22.3% and 19.9%, respectively. Among patients with acute ischemic stroke due to large-vessel occlusion who had presented within 4.5 hours after onset, the percentage of patients with functional independence at 90 days was higher with intravenous tenecteplase plus endovascular thrombectomy than with endovascular thrombectomy alone. (Funded by the Chongqing Science and Health Joint Medical Research Project and others; BRIDGE-TNK ClinicalTrials.gov number, NCT04733742.).",2199,,0,eng,"Clinical Trial, Phase II, Clinical Trial, Phase III, Journal Article, Multicenter Study, Randomized Controlled Trial",2026-01-11 18:48:30
40392534,An Evidence-Based Approach to Covid-19 Vaccination.,"Prasad Vinay, Makary Martin A",2,The New England journal of medicine,2025,09,11,2025 09 11,10.1056/NEJMsb2506929,Correspondence,,0,,0,eng,Journal Article,2026-01-11 18:48:30
40388330,As-Needed Albuterol-Budesonide in Mild Asthma.,"LaForce Craig, Albers Frank, Danilewicz Anna, Jeynes-Ellis Allison, Kraft Monica, Panettieri Reynold A, Rees Robert, Bardsley Samuel",21,The New England journal of medicine,2025,07,09,2025 07 09,10.1056/NEJMoa2504544,Correspondence,"As-needed use of albuterol-budesonide has been shown to result in a significantly lower risk of severe asthma exacerbation than as-needed use of albuterol alone among patients with moderate-to-severe asthma. Data on albuterol-budesonide in mild asthma are needed. We conducted a fully virtual, decentralized, phase 3b, multicenter, double-blind, event-driven trial involving persons 12 years of age or older with disease that was uncontrolled despite treatment for mild asthma with a short-acting &#x3b2;2-agonist (SABA) with or without a low-dose inhaled glucocorticoid or leukotriene-receptor antagonist. Participants were randomly assigned in a 1:1 ratio to a fixed-dose combination of 180 &#x3bc;g of albuterol and 160 &#x3bc;g of budesonide (with each dose consisting of two inhaler actuations of 90 &#x3bc;g and 80 &#x3bc;g, respectively) or 180 &#x3bc;g of albuterol (with each dose consisting of two inhaler actuations of 90 &#x3bc;g) on an as-needed basis for up to 52 weeks. The primary end point was the first severe asthma exacerbation, assessed in a time-to-event analysis, in the on-treatment efficacy population, and the key secondary end point was the first severe exacerbation in the intention-to-treat population. Secondary end points included the annualized rate of severe asthma exacerbations and exposure to systemic glucocorticoids. A total of 2516 participants underwent randomization; 1797 (71.4%) completed the trial. Of 2421 participants in the full analysis population (1209 assigned to the albuterol-budesonide group and 1212 to the albuterol group), 97.2% were 18 years of age or older; 74.4% used a SABA alone at baseline. The trial was stopped for efficacy at a prespecified interim analysis. A severe exacerbation occurred in 5.1% of the participants in the albuterol-budesonide group and in 9.1% of those in the albuterol group in the on-treatment efficacy population (hazard ratio, 0.53; 95% confidence interval [CI], 0.39 to 0.73) and in 5.3% and 9.4%, respectively, in the intention-to-treat population (hazard ratio, 0.54; 95% CI, 0.40 to 0.73) (P<0.001 for both comparisons). The annualized rate of severe asthma exacerbations was lower with albuterol-budesonide than with albuterol (0.15 vs. 0.32; rate ratio, 0.47; 95% CI, 0.34 to 0.64), as was the mean annualized total dose of systemic glucocorticoids (23.2 vs. 61.9 mg per year). Adverse events were similar in the two treatment groups. As-needed use of albuterol-budesonide resulted in a lower risk of a severe asthma exacerbation than as-needed use of albuterol alone among participants with disease that was uncontrolled despite treatment for mild asthma. (Funded by Bond Avillion 2 Development and AstraZeneca; BATURA ClinicalTrials.gov number, NCT05505734.)See also in NEJM Evidence: Participants as Partners in Decentralized Clinical Trials.",2840,,0,eng,"Journal Article, Randomized Controlled Trial, Multicenter Study, Clinical Trial, Phase III",2026-01-11 18:48:30
